order_id,session_id,anchor_id,product_sku,platform,quantity,unit_price,total_amount,discount_amount,paid_amount,profit,status,order_time,paid_time
ORD_71e68adde66d,B站直播_20260605_7201bb5f,BZ_6822,SKU7996,B站直播,1,2068.901785,2068.9,59.84,2009.06,0,shipped,2026-06-05T22:31:26.942540,
ORD_365b9e32fac3,B站直播_20260605_7201bb5f,BZ_6822,SKU9340,B站直播,2,2251.346586,4502.69,304.91,4197.78,0,paid,2026-06-05T22:31:26.941757,
ORD_da8cdcd65157,B站直播_20260605_7201bb5f,BZ_6822,SKU7445,B站直播,1,1978.39388,1978.39,79.92,1898.47,0,shipped,2026-06-05T22:31:26.940775,
ORD_c0776241a111,B站直播_20260605_7201bb5f,BZ_6822,SKU4997,B站直播,3,1671.694706,5015.08,48.78,4966.3,0,completed,2026-06-05T22:31:26.940098,
ORD_067d7ca64450,B站直播_20260605_7201bb5f,BZ_6822,SKU7904,B站直播,4,2464.90406,9859.62,31.78,9827.84,0,paid,2026-06-05T22:31:26.939505,
ORD_cddd379743b8,B站直播_20260605_7201bb5f,BZ_6822,SKU2461,B站直播,2,1330.415518,2660.83,2,2658.83,0,completed,2026-06-05T22:31:26.939099,
ORD_613ba4fbdc41,B站直播_20260605_7201bb5f,BZ_6822,SKU3162,B站直播,4,1575.129712,6300.52,50.01,6250.51,0,completed,2026-06-05T22:31:26.938217,
ORD_ade302467ac9,B站直播_20260605_7201bb5f,BZ_6822,SKU8340,B站直播,1,1325.64543,1325.65,58.44,1267.21,0,shipped,2026-06-05T22:31:26.937629,
ORD_a8e5bd5c1fc1,B站直播_20260605_7201bb5f,BZ_6822,SKU6593,B站直播,2,1546.319653,3092.64,5.35,3087.29,0,shipped,2026-06-05T22:31:26.937356,
ORD_303b23622a97,B站直播_20260605_7201bb5f,BZ_6822,SKU5346,B站直播,4,2206.788657,8827.15,705.36,8121.79,0,completed,2026-06-05T22:31:26.937082,
ORD_df3f477279ba,B站直播_20260605_7201bb5f,BZ_6822,SKU1932,B站直播,3,216.57498,649.72,49,600.72,0,shipped,2026-06-05T22:31:26.936765,
ORD_fce3ff0ba3b4,B站直播_20260605_7201bb5f,BZ_6822,SKU2987,B站直播,4,574.68948,2298.76,58.09,2240.67,0,shipped,2026-06-05T22:31:26.936329,
ORD_5f6a304f621c,B站直播_20260605_7201bb5f,BZ_6822,SKU1726,B站直播,4,1801.221606,7204.89,104.12,7100.77,0,completed,2026-06-05T22:31:26.936008,
ORD_2838f6026f6b,B站直播_20260605_7201bb5f,BZ_6822,SKU1483,B站直播,2,470.271551,940.54,5.43,935.11,0,pending,2026-06-05T22:31:26.935580,
ORD_d99eb42e7099,B站直播_20260605_7201bb5f,BZ_6822,SKU6730,B站直播,2,1137.520079,2275.04,177.73,2097.31,0,shipped,2026-06-05T22:31:26.934768,
ORD_1adfced9d96d,B站直播_20260605_7201bb5f,BZ_6822,SKU8541,B站直播,3,599.791957,1799.38,117.71,1681.67,0,paid,2026-06-05T22:31:26.933759,
ORD_a6660c97a793,B站直播_20260605_7201bb5f,BZ_6822,SKU7550,B站直播,1,103.60325,103.6,4.46,99.14,0,pending,2026-06-05T22:31:26.932342,
ORD_02803888a813,B站直播_20260605_7201bb5f,BZ_6822,SKU7664,B站直播,1,1415.155842,1415.16,19.54,1395.62,0,shipped,2026-06-05T22:31:26.931390,
ORD_c29095eb924a,B站直播_20260605_7201bb5f,BZ_6822,SKU6574,B站直播,4,551.37158,2205.49,143.37,2062.12,0,paid,2026-06-05T22:31:26.930788,
ORD_be563a199ce1,视频号_20260605_2b4fdbfb,WX_3743,SKU7512,视频号,2,396.009645,792.02,39.37,752.65,0,shipped,2026-06-05T22:31:26.915182,
ORD_fb8bbe06a93c,视频号_20260605_2b4fdbfb,WX_3743,SKU5215,视频号,3,132.463975,397.39,23.65,373.74,0,pending,2026-06-05T22:31:26.914937,
ORD_283bbdd238cf,视频号_20260605_2b4fdbfb,WX_3743,SKU3993,视频号,3,682.043256,2046.13,90.45,1955.68,0,paid,2026-06-05T22:31:26.914693,
ORD_767c99dab374,视频号_20260605_2b4fdbfb,WX_3743,SKU9393,视频号,2,910.982624,1821.97,116.72,1705.25,0,paid,2026-06-05T22:31:26.914448,
ORD_b39a3822e7f4,视频号_20260605_2b4fdbfb,WX_3743,SKU9323,视频号,2,1283.576597,2567.15,139.73,2427.42,0,shipped,2026-06-05T22:31:26.914197,
ORD_26d9ed3508c1,视频号_20260605_2b4fdbfb,WX_3743,SKU5666,视频号,1,1317.27202,1317.27,52.59,1264.68,0,completed,2026-06-05T22:31:26.913943,
ORD_512394fbc8ce,视频号_20260605_2b4fdbfb,WX_3743,SKU8420,视频号,2,1349.869937,2699.74,20.36,2679.38,0,paid,2026-06-05T22:31:26.913695,
ORD_7353312ca508,视频号_20260605_2b4fdbfb,WX_3743,SKU9945,视频号,1,682.441511,682.44,59.09,623.35,0,paid,2026-06-05T22:31:26.913431,
ORD_0006a838105a,视频号_20260605_2b4fdbfb,WX_3743,SKU3740,视频号,3,1020.666993,3062,262.09,2799.91,0,shipped,2026-06-05T22:31:26.913144,
ORD_6ebc2f8f5335,视频号_20260605_2b4fdbfb,WX_3743,SKU1923,视频号,3,1355.715681,4067.15,44.91,4022.24,0,paid,2026-06-05T22:31:26.912857,
ORD_07f603aca0bd,视频号_20260605_2b4fdbfb,WX_3743,SKU5935,视频号,3,1351.0713,4053.21,66.6,3986.61,0,completed,2026-06-05T22:31:26.912603,
ORD_f678fa2e1bce,视频号_20260605_2b4fdbfb,WX_3743,SKU7547,视频号,2,1022.854242,2045.71,80.62,1965.09,0,shipped,2026-06-05T22:31:26.912351,
ORD_65d6283b1205,视频号_20260605_2b4fdbfb,WX_3743,SKU6703,视频号,2,1312.921854,2625.84,192.32,2433.52,0,shipped,2026-06-05T22:31:26.912099,
ORD_68c1fea093a2,视频号_20260605_2b4fdbfb,WX_3743,SKU4364,视频号,1,588.237891,588.24,2.8,585.44,0,paid,2026-06-05T22:31:26.911844,
ORD_e21fedad52d5,视频号_20260605_2b4fdbfb,WX_3743,SKU9563,视频号,2,1237.749525,2475.5,233.47,2242.03,0,completed,2026-06-05T22:31:26.911589,
ORD_c851327996d2,视频号_20260605_2b4fdbfb,WX_3743,SKU5625,视频号,1,1148.294775,1148.29,67.07,1081.22,0,paid,2026-06-05T22:31:26.911325,
ORD_6369fde7054a,视频号_20260605_2b4fdbfb,WX_3743,SKU2291,视频号,1,860.988987,860.99,32.23,828.76,0,pending,2026-06-05T22:31:26.911072,
ORD_8822073f3afa,视频号_20260605_2b4fdbfb,WX_3743,SKU9424,视频号,1,1411.162332,1411.16,55.95,1355.21,0,completed,2026-06-05T22:31:26.910817,
ORD_834b34bdb43f,视频号_20260605_2b4fdbfb,WX_3743,SKU1421,视频号,1,784.55544,784.56,66.34,718.22,0,paid,2026-06-05T22:31:26.910561,
ORD_2d4927afab93,视频号_20260605_2b4fdbfb,WX_3743,SKU3498,视频号,3,1103.144741,3309.43,250.27,3059.16,0,shipped,2026-06-05T22:31:26.910305,
ORD_e90c218f81fe,视频号_20260605_2b4fdbfb,WX_3743,SKU7279,视频号,1,1003.097502,1003.1,88.98,914.12,0,shipped,2026-06-05T22:31:26.910041,
ORD_555e4c9e10d8,视频号_20260605_2b4fdbfb,WX_3743,SKU2139,视频号,3,1577.906687,4733.72,353.21,4380.51,0,pending,2026-06-05T22:31:26.909781,
ORD_232bbabe42eb,视频号_20260605_2b4fdbfb,WX_3743,SKU7129,视频号,3,57.100418,171.3,6.87,164.43,0,shipped,2026-06-05T22:31:26.909522,
ORD_0a0542db401b,视频号_20260605_2b4fdbfb,WX_3743,SKU3402,视频号,3,686.887446,2060.66,113.21,1947.45,0,completed,2026-06-05T22:31:26.909246,
ORD_e2f4e46c1317,视频号_20260605_2b4fdbfb,WX_3743,SKU9340,视频号,2,1055.417756,2110.84,143.02,1967.82,0,pending,2026-06-05T22:31:26.908865,
ORD_d68f437e0840,视频号_20260605_2b4fdbfb,WX_3743,SKU8006,视频号,2,1426.842731,2853.69,56.31,2797.38,0,paid,2026-06-05T22:31:26.908561,
ORD_2d1e37395093,视频号_20260605_2b4fdbfb,WX_3743,SKU9053,视频号,2,519.252624,1038.51,14.24,1024.27,0,completed,2026-06-05T22:31:26.908220,
ORD_ab3fb57c4f2e,视频号_20260605_2b4fdbfb,WX_3743,SKU3407,视频号,2,651.002098,1302,124.12,1177.88,0,completed,2026-06-05T22:31:26.907805,
ORD_14df6612b484,视频号_20260605_2b4fdbfb,WX_3743,SKU4538,视频号,2,413.524669,827.05,18.15,808.9,0,completed,2026-06-05T22:31:26.907318,
ORD_be019b9e292f,视频号_20260605_2b4fdbfb,WX_3743,SKU6931,视频号,3,371.641379,1114.92,14.27,1100.65,0,pending,2026-06-05T22:31:26.906060,
ORD_d807150de07f,视频号_20260605_2b4fdbfb,WX_3743,SKU1347,视频号,3,1100.903461,3302.71,311.99,2990.72,0,completed,2026-06-05T22:31:26.905798,
ORD_9ea0347fa4d5,视频号_20260605_2b4fdbfb,WX_3743,SKU5124,视频号,1,1510.818734,1510.82,77.81,1433.01,0,shipped,2026-06-05T22:31:26.905530,
ORD_f23d7252a30a,视频号_20260605_2b4fdbfb,WX_3743,SKU7851,视频号,3,1536.926672,4610.78,372.88,4237.9,0,shipped,2026-06-05T22:31:26.905268,
ORD_694bcf6cf806,视频号_20260605_2b4fdbfb,WX_3743,SKU3676,视频号,3,459.464262,1378.39,85.08,1293.31,0,pending,2026-06-05T22:31:26.904990,
ORD_02237ea3ab5c,视频号_20260605_2b4fdbfb,WX_3743,SKU4895,视频号,2,1211.306757,2422.61,100.38,2322.23,0,shipped,2026-06-05T22:31:26.904682,
ORD_4ca491904d00,视频号_20260605_2b4fdbfb,WX_3743,SKU3622,视频号,1,550.992821,550.99,48.89,502.1,0,completed,2026-06-05T22:31:26.904293,
ORD_b560ce8336ea,视频号_20260605_2b4fdbfb,WX_3743,SKU7433,视频号,1,543.982368,543.98,34.1,509.88,0,paid,2026-06-05T22:31:26.903944,
ORD_062fa40b3aa0,视频号_20260605_2b4fdbfb,WX_3743,SKU6894,视频号,3,911.450927,2734.35,44.6,2689.75,0,shipped,2026-06-05T22:31:26.903683,
ORD_551c9b3b4224,视频号_20260605_2b4fdbfb,WX_3743,SKU1731,视频号,3,981.393776,2944.18,213.22,2730.96,0,paid,2026-06-05T22:31:26.903413,
ORD_c922e30c25da,视频号_20260605_2b4fdbfb,WX_3743,SKU2473,视频号,2,620.519997,1241.04,27.55,1213.49,0,paid,2026-06-05T22:31:26.903154,
ORD_2318e3850624,视频号_20260605_2b4fdbfb,WX_3743,SKU5620,视频号,3,325.519422,976.56,52.69,923.87,0,pending,2026-06-05T22:31:26.902896,
ORD_c64255dd5ff8,视频号_20260605_2b4fdbfb,WX_3743,SKU3954,视频号,1,120.230189,120.23,9.89,110.34,0,completed,2026-06-05T22:31:26.902637,
ORD_b19767c5ab55,视频号_20260605_2b4fdbfb,WX_3743,SKU9445,视频号,2,783.769494,1567.54,89.37,1478.17,0,pending,2026-06-05T22:31:26.902378,
ORD_c32d6245aedb,视频号_20260605_2b4fdbfb,WX_3743,SKU3654,视频号,1,978.198033,978.2,21.58,956.62,0,pending,2026-06-05T22:31:26.902111,
ORD_b6d36be4e112,视频号_20260605_2b4fdbfb,WX_3743,SKU3671,视频号,3,704.774585,2114.32,95.79,2018.53,0,pending,2026-06-05T22:31:26.901846,
ORD_cb28b20a2336,视频号_20260605_2b4fdbfb,WX_3743,SKU1664,视频号,1,1101.666848,1101.67,16.13,1085.54,0,shipped,2026-06-05T22:31:26.901582,
ORD_9fe3051a5903,视频号_20260605_2b4fdbfb,WX_3743,SKU3744,视频号,3,764.298108,2292.89,198.3,2094.59,0,completed,2026-06-05T22:31:26.901308,
ORD_ab54d3bbebef,视频号_20260605_2b4fdbfb,WX_3743,SKU3304,视频号,1,1123.607607,1123.61,8.62,1114.99,0,shipped,2026-06-05T22:31:26.901028,
ORD_a41a7b668c16,视频号_20260605_2b4fdbfb,WX_3743,SKU7779,视频号,1,246.765141,246.77,9.69,237.08,0,shipped,2026-06-05T22:31:26.900729,
ORD_41d0b13b4d0b,视频号_20260605_2b4fdbfb,WX_3743,SKU3034,视频号,1,52.154952,52.15,1.45,50.7,0,completed,2026-06-05T22:31:26.900368,
ORD_3bca81dc4c8b,视频号_20260605_2b4fdbfb,WX_3743,SKU8090,视频号,1,899.169855,899.17,11.35,887.82,0,paid,2026-06-05T22:31:26.899939,
ORD_f6e9ef82c5b0,淘宝直播_20260605_8d2abff0,TB_3340,SKU5866,淘宝直播,7,851.632498,5961.43,508.68,5452.75,0,paid,2026-06-05T22:31:26.880810,
ORD_30311bb08233,淘宝直播_20260605_8d2abff0,TB_3340,SKU1212,淘宝直播,6,1125.410484,6752.46,62.61,6689.85,0,paid,2026-06-05T22:31:26.880564,
ORD_a489b373a4dd,淘宝直播_20260605_8d2abff0,TB_3340,SKU2801,淘宝直播,5,829.687657,4148.44,143.16,4005.28,0,paid,2026-06-05T22:31:26.880316,
